Unnamed: 0,graph,order,freq,predict_total_time,predict_average_power,input_time,task_time,total_time,input_power,task_power,input_e,task_e,total_e
0,YOLOv3,LBNNNBLLLBLLNLLLLLBNLLLBLBLLLLLLLLLLLBBLNLLLLLLBLBNLLBLBLLLGBLLLLNGLNBNBBBB,"((1,), (0,), (0,), (0,), (0,), (2,), (0,), (2,), (1,), (0,), (0,), (0,), (0,), (0,), (3,), (1,), (3,), (1,), (0,), (0,), (1,), (0,), (1,), (0,), (0,), (0,), (1,), (1,), (3,), (3,), (1,), (0,), (0,), (0,), (2,), (0,), (0,), (0,), (0,), (0,), (0,), (4,), (0,), (1,), (0,), (0,), (1,), (0,), (2,), (0,), (0,), (1,), (0,), (0,), (1,), (1,), (0,), (0,), (2,), (0, 7), (0,), (0,), (1,), (0,), (2,), (0,), (2, 7), (1,), (0,), (0,), (0,), (0,), (0,), (0,), (0,))",13475.1360823014,3540.5293947649,605.285,14967.314400000005,15572.599400000005,3076.068281417808,3507.2951495291827,1861.897989717978,52494.7891965983,54356.68718631628
1,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((5,), (5,), (4,), (5,), (5,), (5,), (5,), (5,), (5,), (4,), (4,), (5,), (5,), (4,), (4,), (4,), (4,), (3,), (4,), (4,), (5,), (3,), (5,), (4,), (4,), (5,), (4,), (5,), (5,), (5,), (5,), (5,), (4,), (5,), (5,), (4,), (5,), (4,), (5,), (5,), (5,), (5,), (4,), (4,), (4,), (5,), (4,), (4,), (5,), (5,), (4,), (4,), (5,), (4,), (4,), (5,), (5,), (5,), (5,), (5,), (5,), (4,), (4,), (5,), (5,), (0,), (4,), (5,), (5,), (4,), (4,), (4,), (4,), (5,), (5,))",4465.92886690512,5209.76586192104,256.054,4394.503000000001,4650.557000000001,3365.0855514700497,5116.018259334651,861.643615796112,22482.357588700903,23344.001204497017
2,YOLOv3,LLNNNLLLLBLLLLLLLLLNLLLBLBLLLLLLLLLLLBBLNLLLLLLBLBNLLLLLLLLGBLLLLNLLLBNBBBL,"((1,), (1,), (0,), (0,), (0,), (2,), (0,), (0,), (1,), (0,), (0,), (2,), (3,), (2,), (3,), (1,), (4,), (2,), (3,), (0,), (1,), (2,), (1,), (0,), (1,), (0,), (1,), (2,), (1,), (3,), (1,), (3,), (1,), (0,), (2,), (1,), (2,), (0,), (0,), (1,), (0,), (2,), (3,), (1,), (1,), (0,), (3,), (0,), (2,), (0,), (0,), (2,), (1,), (1,), (1,), (1,), (0,), (0,), (5,), (0, 7), (0,), (0,), (1,), (0,), (2,), (0,), (1,), (4,), (1,), (0,), (0,), (0,), (0,), (0,), (2,))",11212.1662970678,3617.08566414349,604.001,11856.972300000005,12460.973300000003,3183.1277856239512,3683.875119558164,1922.612365644652,43679.60524926035,45602.217614905
3,YOLOv3,LLNNNLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLBLNLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLBLL,"((4,), (2,), (0,), (0,), (0,), (3,), (2,), (4,), (1,), (1,), (1,), (2,), (3,), (2,), (2,), (3,), (3,), (2,), (4,), (2,), (4,), (2,), (3,), (3,), (4,), (1,), (2,), (2,), (3,), (3,), (4,), (3,), (2,), (1,), (3,), (4,), (3,), (3,), (0,), (0,), (0,), (4,), (3,), (1,), (4,), (3,), (3,), (1,), (2,), (4,), (3,), (3,), (1,), (3,), (3,), (1,), (2,), (3,), (4,), (3,), (3,), (1,), (1,), (1,), (3,), (0,), (1,), (4,), (4,), (2,), (1,), (3,), (1,), (3,), (3,))",7062.06646904876,3998.80892300712,302.178,7738.243100000001,8040.4211,3323.8933035556333,3980.492920507505,1004.407430681834,30802.021876716048,31806.42930739788
4,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((5,), (3,), (4,), (4,), (4,), (5,), (4,), (5,), (4,), (3,), (2,), (4,), (5,), (3,), (4,), (4,), (3,), (3,), (4,), (4,), (4,), (2,), (3,), (4,), (4,), (4,), (3,), (2,), (4,), (4,), (4,), (3,), (4,), (4,), (2,), (4,), (3,), (4,), (4,), (5,), (3,), (4,), (4,), (3,), (4,), (1,), (4,), (3,), (4,), (4,), (3,), (3,), (5,), (3,), (4,), (5,), (5,), (3,), (5,), (4,), (5,), (4,), (4,), (5,), (5,), (0,), (5,), (5,), (4,), (3,), (4,), (4,), (5,), (4,), (5,))",4938.84578085864,4739.94881302153,256.219,4882.450000000001,5138.669000000001,3358.499497688412,4732.868372917707,860.5113827982273,23107.993187352065,23968.504570150293
5,YOLOv3,LLNNNLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLBLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLBLL,"((4,), (2,), (0,), (0,), (0,), (3,), (3,), (4,), (1,), (2,), (1,), (1,), (5,), (2,), (4,), (3,), (3,), (2,), (2,), (2,), (4,), (2,), (3,), (3,), (4,), (1,), (3,), (2,), (3,), (3,), (3,), (3,), (2,), (3,), (3,), (4,), (3,), (2,), (0,), (1,), (0,), (4,), (3,), (1,), (3,), (3,), (3,), (1,), (2,), (4,), (3,), (3,), (1,), (3,), (3,), (2,), (1,), (3,), (4,), (3,), (3,), (1,), (1,), (1,), (3,), (0,), (1,), (4,), (4,), (2,), (1,), (3,), (1,), (3,), (3,))",6878.73413814125,4039.56193766321,302.088,7630.9670000000015,7933.055000000001,3292.612559905155,3973.569584248339,994.6587429966286,30322.178369602803,31316.83711259943
6,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((5,), (5,), (4,), (4,), (4,), (5,), (5,), (5,), (5,), (4,), (4,), (4,), (5,), (4,), (4,), (4,), (4,), (3,), (4,), (4,), (5,), (3,), (5,), (4,), (4,), (5,), (4,), (5,), (5,), (5,), (4,), (5,), (4,), (5,), (5,), (4,), (5,), (4,), (5,), (5,), (4,), (4,), (4,), (4,), (4,), (5,), (5,), (4,), (4,), (5,), (4,), (4,), (5,), (4,), (4,), (5,), (5,), (5,), (5,), (5,), (5,), (4,), (4,), (5,), (5,), (0,), (4,), (5,), (5,), (4,), (4,), (4,), (5,), (4,), (5,))",4527.23150350651,5112.43740828086,256.066,4450.732000000001,4706.798000000001,3359.21998142346,5133.01153774061,860.1820237631796,22845.658707391343,23705.840731154523
7,YOLOv3,LLNNNLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLBLNLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLBLL,"((4,), (2,), (0,), (0,), (0,), (4,), (2,), (3,), (2,), (2,), (1,), (1,), (5,), (3,), (3,), (4,), (4,), (2,), (3,), (2,), (4,), (2,), (3,), (3,), (1,), (1,), (1,), (2,), (2,), (3,), (2,), (4,), (1,), (4,), (2,), (4,), (2,), (3,), (0,), (1,), (0,), (5,), (3,), (1,), (1,), (3,), (4,), (3,), (2,), (3,), (3,), (2,), (1,), (1,), (2,), (2,), (2,), (3,), (4,), (3,), (3,), (1,), (1,), (1,), (3,), (0,), (1,), (3,), (1,), (2,), (1,), (2,), (1,), (3,), (3,))",7152.15212782416,3977.85276082882,302.382,7883.0961,8185.478099999999,3286.173626643744,3965.3392423489418,993.6797535717884,31259.150316537896,32252.830070109685
8,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((5,), (5,), (3,), (4,), (4,), (5,), (4,), (5,), (5,), (4,), (4,), (5,), (5,), (4,), (4,), (4,), (4,), (4,), (3,), (4,), (4,), (3,), (3,), (4,), (4,), (5,), (3,), (5,), (5,), (5,), (4,), (5,), (4,), (5,), (5,), (4,), (5,), (4,), (5,), (5,), (4,), (4,), (4,), (4,), (4,), (5,), (4,), (4,), (4,), (5,), (4,), (4,), (5,), (4,), (4,), (4,), (5,), (5,), (5,), (5,), (5,), (4,), (4,), (5,), (5,), (0,), (2,), (5,), (5,), (4,), (4,), (4,), (5,), (4,), (5,))",4571.83973833892,5066.48552715478,256.288,4496.927,4753.215,3405.020369236168,5099.72133200168,872.665860390799,22933.07455035432,23805.74041074512
9,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((4,), (3,), (2,), (2,), (3,), (4,), (2,), (3,), (4,), (2,), (1,), (4,), (5,), (3,), (3,), (4,), (3,), (3,), (3,), (4,), (4,), (2,), (3,), (3,), (1,), (0,), (1,), (4,), (4,), (2,), (3,), (3,), (2,), (3,), (2,), (3,), (2,), (3,), (2,), (5,), (3,), (3,), (3,), (3,), (1,), (3,), (3,), (1,), (2,), (4,), (3,), (2,), (5,), (3,), (3,), (2,), (2,), (3,), (5,), (3,), (4,), (1,), (1,), (1,), (3,), (0,), (1,), (4,), (4,), (4,), (4,), (3,), (4,), (3,), (5,))",5780.65578411447,4342.3876868051,256.238,5710.561,5966.799,3388.7737336627865,4374.36954096222,868.3326039662851,24980.10410020675,25848.43670417304
10,YOLOv3,LLNNNBLLLBLLLLLLLLLLLLLBLBLLLLLLLLLLLBBLNLLLLLLBLBNLLBLLLLLBBLLLLNLLLBLBBBL,"((1,), (1,), (0,), (0,), (0,), (1,), (0,), (2,), (1,), (0,), (0,), (0,), (2,), (0,), (3,), (0,), (3,), (0,), (1,), (1,), (1,), (1,), (3,), (0,), (1,), (0,), (1,), (2,), (2,), (3,), (1,), (3,), (1,), (1,), (2,), (3,), (0,), (0,), (0,), (0,), (0,), (2,), (0,), (1,), (1,), (0,), (3,), (0,), (2,), (0,), (0,), (2,), (0,), (0,), (2,), (0,), (0,), (0,), (3,), (0,), (0,), (0,), (1,), (1,), (3,), (0,), (1,), (1,), (0,), (0,), (0,), (0,), (0,), (0,), (2,))",11464.8075299229,3601.48966669276,604.035,12217.539,12821.574,3124.3363537716914,3611.984061231419,1887.208509450484,44129.55613547325,46016.764644923736
11,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((4,), (3,), (3,), (2,), (2,), (5,), (2,), (2,), (2,), (2,), (2,), (4,), (5,), (4,), (3,), (3,), (4,), (2,), (3,), (3,), (4,), (2,), (3,), (4,), (1,), (1,), (2,), (4,), (4,), (4,), (3,), (3,), (2,), (4,), (2,), (3,), (2,), (2,), (3,), (1,), (3,), (3,), (4,), (3,), (3,), (3,), (4,), (2,), (2,), (4,), (3,), (3,), (4,), (3,), (3,), (2,), (1,), (3,), (4,), (4,), (3,), (4,), (1,), (3,), (2,), (0,), (1,), (4,), (2,), (3,), (4,), (3,), (3,), (4,), (2,))",5638.93263776861,4361.12527170069,443.947,5714.1810000000005,6158.128000000001,3119.325504688463,4355.674251765175,1384.815199829929,24889.11105162578,26273.92625145571
12,YOLOv3,LLNNNLLLLLLLLLLLLLLLLLLBLBLLLLLLLLLLLBBLNLLLLLLBLBNLLLLBLLLBBLLLLNLLLLLBBBL,"((1,), (1,), (0,), (0,), (0,), (3,), (0,), (3,), (1,), (1,), (0,), (1,), (3,), (1,), (2,), (1,), (3,), (2,), (1,), (1,), (1,), (1,), (2,), (0,), (0,), (0,), (1,), (1,), (3,), (3,), (1,), (3,), (1,), (0,), (2,), (2,), (2,), (1,), (0,), (0,), (0,), (3,), (1,), (1,), (1,), (0,), (3,), (0,), (2,), (0,), (0,), (2,), (4,), (1,), (1,), (0,), (0,), (1,), (3,), (0,), (0,), (1,), (1,), (0,), (2,), (0,), (1,), (1,), (3,), (2,), (1,), (1,), (0,), (0,), (2,))",10010.7633790193,3674.13927141439,604.38,10826.7841,11431.1641,3116.6381847161765,3664.645549114236,1883.6337860787628,39676.326163285776,41559.95994936454
13,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((5,), (4,), (4,), (5,), (4,), (5,), (4,), (5,), (4,), (3,), (2,), (4,), (5,), (4,), (4,), (4,), (2,), (3,), (4,), (3,), (5,), (3,), (4,), (4,), (4,), (4,), (4,), (4,), (4,), (5,), (4,), (5,), (4,), (4,), (4,), (4,), (3,), (3,), (5,), (4,), (4,), (5,), (4,), (4,), (4,), (5,), (4,), (3,), (4,), (5,), (3,), (4,), (5,), (4,), (5,), (5,), (5,), (5,), (5,), (5,), (4,), (4,), (4,), (5,), (5,), (0,), (4,), (5,), (5,), (4,), (4,), (4,), (4,), (4,), (5,))",4666.70793011011,4946.68537219396,256.309,4599.759999999999,4856.069,3366.193121550362,4973.400639913698,862.7855927914518,22876.449327449427,23739.23492024088
14,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((5,), (3,), (4,), (4,), (4,), (5,), (5,), (5,), (4,), (2,), (2,), (4,), (5,), (4,), (4,), (4,), (4,), (3,), (3,), (4,), (4,), (3,), (3,), (4,), (4,), (4,), (2,), (4,), (4,), (4,), (4,), (5,), (4,), (4,), (2,), (4,), (3,), (3,), (4,), (4,), (4,), (4,), (4,), (4,), (4,), (3,), (4,), (4,), (4,), (4,), (3,), (4,), (5,), (4,), (3,), (4,), (4,), (5,), (5,), (4,), (4,), (4,), (3,), (5,), (5,), (0,), (2,), (5,), (4,), (3,), (4,), (4,), (4,), (4,), (5,))",4880.69465283536,4776.88441776827,256.311,4810.058000000001,5066.369000000001,3391.3085755467405,4816.969663783542,869.2296923069606,23169.90346703934,24039.1331593463
15,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((4,), (3,), (3,), (4,), (2,), (5,), (3,), (4,), (4,), (3,), (2,), (3,), (4,), (3,), (4,), (3,), (4,), (2,), (3,), (4,), (4,), (3,), (4,), (3,), (5,), (1,), (3,), (4,), (4,), (3,), (4,), (3,), (4,), (3,), (2,), (3,), (3,), (3,), (1,), (1,), (3,), (4,), (4,), (3,), (3,), (3,), (3,), (2,), (2,), (4,), (3,), (3,), (5,), (2,), (3,), (2,), (1,), (3,), (5,), (4,), (3,), (4,), (1,), (4,), (4,), (0,), (1,), (4,), (2,), (3,), (4,), (3,), (4,), (4,), (3,))",5382.04298706932,4475.08585708112,359.533,5490.969999999999,5850.503,3188.448110310173,4469.744274966603,1146.352314444148,24543.23172151337,25689.58403595752
16,YOLOv3,LLNNNBLLLBLLNLLLLLBNLLLBLBLLLLLLLLLLLBBLNLLLLLLBLBNLLBLLLLLGBLLLLNGLNBGBBBB,"((1,), (1,), (0,), (0,), (0,), (2,), (0,), (0,), (1,), (0,), (0,), (0,), (0,), (0,), (2,), (0,), (3,), (1,), (0,), (0,), (1,), (0,), (1,), (0,), (0,), (0,), (1,), (1,), (3,), (3,), (1,), (0,), (1,), (0,), (2,), (0,), (0,), (0,), (0,), (0,), (0,), (2,), (0,), (1,), (1,), (0,), (1,), (0,), (2,), (0,), (0,), (1,), (0,), (0,), (1,), (1,), (0,), (0,), (3,), (0, 7), (0,), (0,), (1,), (0,), (2,), (0,), (2, 7), (0,), (0,), (0,), (0, 7), (0,), (0,), (0,), (0,))",12836.3822948644,3558.24520176369,604.375,13771.7802,14376.1552,3126.959357978344,3578.2488041678903,1889.8560619781613,49278.85603191303,51168.71209389119
17,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((4,), (3,), (2,), (4,), (3,), (4,), (4,), (4,), (4,), (2,), (1,), (4,), (5,), (4,), (4,), (4,), (4,), (3,), (3,), (4,), (4,), (2,), (5,), (3,), (4,), (1,), (3,), (4,), (4,), (4,), (4,), (4,), (4,), (3,), (2,), (3,), (3,), (4,), (2,), (5,), (3,), (4,), (4,), (3,), (4,), (3,), (3,), (1,), (2,), (5,), (3,), (3,), (5,), (3,), (3,), (2,), (2,), (3,), (5,), (3,), (4,), (1,), (1,), (3,), (3,), (0,), (2,), (5,), (4,), (4,), (4,), (3,), (4,), (3,), (5,))",5321.47272824376,4524.429061214,256.265,5208.339000000001,5464.604000000001,3379.1860657597467,4588.267022567287,865.9671171419214,23897.250076051085,24763.21719319301
18,YOLOv3,LLNNNLLLLBLLLLLLLLLLLLLBLLLLLLLLLLLLLBBLNLLLLLLBLBNLLLLLLLLGBLLLLNLLLBLBBBL,"((1,), (1,), (0,), (0,), (0,), (3,), (0,), (2,), (1,), (0,), (0,), (1,), (3,), (1,), (3,), (1,), (3,), (1,), (2,), (1,), (1,), (1,), (2,), (0,), (0,), (0,), (1,), (1,), (2,), (3,), (0,), (3,), (1,), (0,), (2,), (0,), (0,), (1,), (0,), (0,), (0,), (2,), (0,), (1,), (0,), (0,), (1,), (0,), (2,), (0,), (0,), (3,), (1,), (1,), (1,), (1,), (0,), (1,), (2,), (2, 7), (0,), (0,), (1,), (0,), (2,), (0,), (2,), (0,), (2,), (0,), (1,), (0,), (0,), (0,), (2,))",10927.3989997848,3626.32204406415,604.086,11721.114700000002,12325.2007,3114.474095320322,3619.578481957823,1881.410198345672,42425.494552679535,44306.904751025206
19,YOLOv3,LLNNNLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLBLNLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLBLL,"((4,), (2,), (0,), (0,), (0,), (3,), (2,), (2,), (2,), (2,), (1,), (1,), (5,), (3,), (3,), (3,), (3,), (0,), (3,), (2,), (4,), (2,), (3,), (3,), (1,), (1,), (1,), (2,), (2,), (3,), (2,), (3,), (1,), (4,), (2,), (4,), (2,), (2,), (0,), (0,), (0,), (5,), (3,), (1,), (1,), (3,), (3,), (2,), (2,), (3,), (3,), (2,), (0,), (1,), (2,), (2,), (1,), (3,), (4,), (3,), (3,), (1,), (1,), (1,), (3,), (0,), (1,), (3,), (1,), (2,), (1,), (3,), (1,), (3,), (3,))",7311.81342224316,3950.82002617205,302.286,8009.946599999999,8312.2326,3272.8220904870645,3940.2349327559937,989.3282984449728,31561.071402830097,32550.39970127507
20,YOLOv3,LLNNNLLLLBLLLLLLLLBNLLLBLBLLLLLLLLLLLBBLNLLLLLLBLBNLLLLBLLLGBLLLLNLLLBNBBBL,"((1,), (1,), (0,), (0,), (0,), (2,), (0,), (0,), (1,), (0,), (0,), (1,), (3,), (1,), (3,), (1,), (4,), (1,), (1,), (0,), (1,), (2,), (1,), (0,), (1,), (0,), (1,), (2,), (1,), (0,), (1,), (3,), (1,), (0,), (2,), (1,), (2,), (0,), (0,), (0,), (0,), (2,), (0,), (1,), (1,), (0,), (3,), (0,), (2,), (0,), (0,), (2,), (1,), (1,), (1,), (0,), (0,), (0,), (5,), (0, 7), (0,), (0,), (1,), (0,), (2,), (0,), (1,), (4,), (1,), (0,), (0,), (0,), (0,), (0,), (0,))",11791.7329722031,3587.77324804456,603.881,12649.972999999996,13253.853999999996,3121.3543148239232,3584.591046895985,1884.9265649901847,45344.97995927594,47229.90652426612
21,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((5,), (4,), (4,), (4,), (4,), (5,), (5,), (5,), (4,), (3,), (2,), (4,), (5,), (4,), (4,), (4,), (4,), (3,), (4,), (4,), (5,), (3,), (5,), (4,), (4,), (4,), (4,), (4,), (4,), (4,), (4,), (5,), (4,), (4,), (2,), (4,), (3,), (3,), (4,), (4,), (4,), (5,), (4,), (4,), (4,), (3,), (4,), (4,), (4,), (4,), (3,), (4,), (5,), (4,), (5,), (5,), (4,), (5,), (5,), (5,), (4,), (4,), (3,), (5,), (5,), (0,), (4,), (5,), (4,), (4,), (4,), (4,), (4,), (4,), (5,))",4712.14611379541,4900.21347950678,256.107,4648.552000000001,4904.659000000001,3402.861118422496,4942.029400182277,871.4965524558303,22973.280652276124,23844.77720473196
22,YOLOv3,LLNNNLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLBBLNLLLLLLLLBLLLLLLLLLLLLLLLNLLLLLLBBL,"((1,), (2,), (0,), (0,), (0,), (3,), (2,), (3,), (1,), (1,), (0,), (1,), (2,), (1,), (1,), (1,), (4,), (2,), (2,), (2,), (1,), (1,), (3,), (1,), (1,), (1,), (1,), (2,), (2,), (3,), (2,), (3,), (1,), (3,), (2,), (2,), (2,), (1,), (0,), (0,), (0,), (4,), (1,), (1,), (0,), (3,), (3,), (1,), (2,), (0,), (4,), (2,), (0,), (1,), (1,), (0,), (1,), (3,), (3,), (3,), (2,), (1,), (1,), (1,), (3,), (0,), (1,), (0,), (1,), (2,), (1,), (3,), (1,), (0,), (0,))",8761.67358746103,3769.34721126269,603.979,9380.624,9984.603,3117.1198692753246,3734.291902596605,1882.6749415250413,35029.98824450337,36912.66318602841
23,YOLOv3,LLNNNLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLBBLNLLLLLLLLBNLLLLLLLLLLLLLLNLLLLLLBLL,"((1,), (1,), (0,), (0,), (0,), (2,), (0,), (4,), (1,), (1,), (0,), (2,), (2,), (1,), (3,), (1,), (3,), (2,), (2,), (2,), (1,), (2,), (3,), (2,), (1,), (0,), (1,), (2,), (3,), (0,), (2,), (3,), (1,), (3,), (2,), (2,), (2,), (1,), (0,), (1,), (0,), (4,), (3,), (1,), (1,), (0,), (3,), (1,), (2,), (0,), (0,), (2,), (4,), (1,), (1,), (1,), (0,), (1,), (3,), (2,), (2,), (1,), (1,), (1,), (2,), (0,), (1,), (0,), (2,), (1,), (1,), (2,), (0,), (2,), (0,))",8908.72344557518,3753.71645781537,604.089,9428.6141,10032.7031,3110.9800004269346,3734.539841780839,1879.3087974779064,35211.53500922658,37090.84380670448
